hanyu,pinyin,日本語,correct,hsk_level,explanation_,explanation,w1,w2,w3,zero_based_correct_number
刻,ke4,四分の一,四分の一,3,"十点一刻 10時15分

【ke】
可(ke3) 可(カ)
渇(ke3) 渇(カツ)
刻(ke4) 刻(コク)
客(ke4) 客(キャク)
课(ke4) 課題の課(カ)","《十点一刻》 10時15分

【ke】
《可》(ke3) 可(カ)
《渇》(ke3) 渇(カツ)
《刻》(ke4) 刻(コク)
《客》(ke4) 客(キャク)
《课》(ke4) 課題の課(カ)",可能性,永遠,止まる,2
客人,ke4 ren2,ゲスト,客、旅客、旅人、乗客,3,,,ホテル,主要人物,主役,0
空调,kong1 tiao2,空調,空調、エアコン,3,,,天気,魚,習慣,1
口,kou3,口,口,3,,,中国元,運動,魚,1
哭,ku1,泣く,泣く,3,日本語で「哭」の読みは、コク、な(く)。意味は、声をあげて泣くこと。,日本語で「哭」の読みは、コク、な(く)。意味は、声をあげて泣くこと。,笑う,叫ぶ,魚,1
裤子,ku4 zi5,パンツ,ズボン,3,"衬衫(chen4 shan1) シャツ
裤子(kù・zi) ズボン
裙子(qun2 zi5) スカート","《衬衫》(chen4 shan1) シャツ
《裤子》(kù・zi) ズボン
《裙子》(qun2 zi5) スカート",スカート,学校,フォーク,2
筷子,kuai4 zi5,箸,箸,3,"【kuai】
块(kuai4) 塊
快(kuai4) 速い
筷(kuai4) 箸(はし)","【kuai】
《块》(kuai4) 塊
《快》(kuai4) 速い
《筷》(kuai4) 箸(はし)",夜,午前,午後,0
蓝,lan2,青い,青い,3,篮球(バスケットボール)の篮は、竹冠。,《篮球》(バスケットボール)の篮は、竹冠。,バスケットボールをする,サッカーをする,割る,1
老,lao3,古い,古い,3,,,女優,俳優,筋肉,3
离开,li2 kai1,去り,去る、離れる,3,,,離職、離職する,スタート,安い、買う,1
礼物,li3 wu4,ギフト,プレゼント、贈り物,3,,,遠い,歴史,習慣、慣習,3
历史,li4 shi3,歴史,歴史,3,,,困難,運動,魚,1
脸,lian3,顔,顔,3,"臉(レン・ケン・ほお・かお)の簡体字。
変臉(bian4 lian3, ヘンレン)……中国の川劇という伝統芸能で、顔のお面を瞬時に変更する技。日本では、臉が一般的な文字でないため、変面(ヘンメン)と書かれることもある。

目偏の「瞼」は、「ケン」「まぶた」と読む。","臉(レン・ケン・ほお・かお)の簡体字。
《変臉》(bian4 lian3, ヘンレン)……中国の川劇という伝統芸能で、顔のお面を瞬時に変更する技。日本では、臉が一般的な文字でないため、変面(ヘンメン)と書かれることもある。

目偏の「瞼」は、「ケン」「まぶた」と読む。",眉毛,まぶた,耳,1
练习,lian4 xi2,練習,練習、練習する,3,"练习は、練習の簡体字。
東の簡体字が东

学习(xue2 xi2) 学習する
练习(lian4 xi2) 練習する、練習","《练习》は、練習の簡体字。
東の簡体字が《东》

《学习》(xue2 xi2) 学習する
《练习》(lian4 xi2) 練習する、練習",おはよう,学校,フォーク,3
辆,liang4,車,【量詞】車,3,"【リョウ】
两(liang3) 両輪の両(リョウ)
輌(liang4) 車輌の輌(リョウ)
亮(liang) 亮(リョウ)
了(liao3) 了解の了(リョウ)
日本の音読みでラ行で始まる漢字は、rではなくlの音が使われる。","【リョウ】
《两》(liang3) 両輪の両(リョウ)
《輌》(liang4) 車輌の輌(リョウ)
《亮》(liang) 亮(リョウ)
《了》(liao3) 了解の了(リョウ)
日本の音読みでラ行で始まる漢字は、rではなくlの音が使われる。",自動車,明白な,スッキリする,0
了解,liao3 jie3,理解し,理解する,3,"日本語でラ行で始まるものは、rではなくlの音が使われます。
了は「リョウ」でラ行で、 liao3なので、この法則が成り立っています。","日本語でラ行で始まるものは、rではなくlの音が使われます。
了は「リョウ」でラ行で、 liao3なので、この法則が成り立っています。",バスケットボールをする,サッカーをする,割る,0
邻居,lin2 ju1,隣人,隣人,3,邻は、鄰・隣の簡体字。,《邻》は、鄰・隣の簡体字。,女優,俳優,筋肉,2
楼,lou2,床,床、2階以上の建物,3,,,階段,窓,鉄格子,2
绿,lv4,グリーン,グリーン,3,,,大自然,学校,フォーク,1
马,ma3,馬,馬,3,"鸟(niao3) 鳥
马(ma3) 馬","《鸟》(niao3) 鳥
《马》(ma3) 馬",母,鳥,筋肉,0
满意,man3 yi4,満足,満足する、満足している,3,"热情(re4 qing2) 【名詞】熱意・情熱 【形容詞】 心をこめている
满意(man3 yi4) 【動詞】満足する 【形容詞】満足だ","《热情》(re4 qing2) 【名詞】熱意・情熱 【形容詞】 心をこめている
《满意》(man3 yi4) 【動詞】満足する 【形容詞】満足だ",熱意、情熱,買い物に行く,海に行く,1
帽子,mao4 zi5,帽子,帽子,3,,,便利,値段が高い,背丈が低い,1
米,mi3,メートル,メートル,3,,,グラム,米国,種,0
面包,mian4 bao1,パン,パン,3,,,ラーメン,お米,小籠包,3
面条,mian4 tiao2,麺,麺,3,,,パン,お米,ラーメン,1
明白,ming2 bai5,理解する,理解する、明白な,3,,,真っ白な,純粋,可憐な,3
拿,na2,取る,取る、掴む、【前置詞】〜で,3,,,あれ,どれ,握りつぶす,1
奶奶,nai3 nai5,祖母,祖母,3,"牛乳は、牛奶。
奶奶(nai3 nai5)は、祖母。
爷爷(ye2 ye)は、祖父。

【しりとり】
牛奶 → 奶奶","牛乳は、《牛奶》。
《奶奶》(nai3 nai5)は、祖母。
《爷爷》(ye2 ye)は、祖父。

【しりとり】
《牛奶》 →《奶奶》",散歩する,買い物に行く,海に行く,1
南,nan2,南,南,3,,,便利,値段が高い,背丈が低い,3
难,nan2,難しい,難しい,3,,,写真,カメラ、写真機,魚,3
难过,nan2 guo4,悲しい,苦労する、悲しい,3,"难は、難の簡体字。
过は、過の簡体字。
「過ごすのが難しい」的なニュアンスから来ているのだろう。

【ヌ】
难(nan2) 難(ナン)
欢(huan1) 歓迎の歓(カン)","《难》は、難の簡体字。
《过》は、過の簡体字。
「過ごすのが難しい」的なニュアンスから来ているのだろう。

【ヌ】
《难》(nan2) 難(ナン)
《欢》(huan1) 歓迎の歓(カン)",歓迎する,チーズ,晴れ,3
年级,nian2 ji2,年,学年・【量詞】年生,3,,,若い,レベル,鳥,0
年轻,nian2 qing1,若い,若い,3,轻は、「軽」の簡体字。,《轻》は、「軽」の簡体字。,学年・【量詞】年生,レベル,年俸・年収,1
鸟,niao3,鳥,鳥,3,"鸟(niao3) 鳥
马(ma3) 馬

花鸟画(hua1 niao3 hua4) 花鳥画(かちょうが)……花と鳥を主に題材とする絵","《鸟》(niao3) 鳥
《马》(ma3) 馬

《花鸟画》(hua1 niao3 hua4) 花鳥画(かちょうが)……花と鳥を主に題材とする絵",馬,ネコ,母,0
努力,nu3 li4,努力,努力、努力する、一生懸命な,3,,,勤務、務める,今,今年,0
爬山,pa2 shan1,登る,山に登る,3,"爬(pa2)は、爬虫類(はちゅうるい)の爬(は)と同じ。
爬(pa2)は、「はう」「よじ登る」「登る」の意味。
日本語の爬(ハ)は、「爬う(はう)」「爬く(かく)」。","《爬》(pa2)は、爬虫類(はちゅうるい)の爬(は)と同じ。
《爬》(pa2)は、「はう」「よじ登る」「登る」の意味。
日本語の爬(ハ)は、「爬う(はう)」「爬く(かく)」。",爬虫類,半端ない,ひっかく,3
盘子,pan2 zi5,一品,大皿、【量詞】皿,3,,,船,ボート,箸,0
胖,pang4,脂肪,太っている,3,"胖(pán → pàng)
胖(pàng) 太っている <-> 瘦(shòu) 痩せている","《胖》(pán → pàng)
《胖》(pàng) 太っている <-> 《瘦》(shòu) 痩せている",痩せている,元気だ,元気がない,0
啤酒,pi2 jiu3,ビール,ビール,3,"【飲み物】
牛奶(niu2 nai3)  牛乳
茶(cha2) お茶
咖啡(ka1 fei1) コーヒー
啤酒(pi2 jiu3) ビール
果汁(guo3 zhi1) ジュース","【飲み物】
《牛奶》(niu2 nai3)  牛乳
《茶》(cha2) お茶
《咖啡》(ka1 fei1) コーヒー
《啤酒》(pi2 jiu3) ビール
《果汁》(guo3 zhi1) ジュース",牛乳,コーヒー,お茶,0
葡萄,pu2 tao5,グレープ,ブドウ,3,"红葡萄酒(hóng pú táo jiǔ) 赤ワイン
白葡萄酒(bái pú táo jiǔ) 白ワイン

【果物】
西瓜(xi1 gua1) スイカ(西瓜)
苹果(ping2 guo3) リンゴ(林檎)
香蕉(xiang1 jiao1) バナナ(甘蕉、実芭蕉)
葡萄(pu2 tao5) ブドウ(葡萄)","《红葡萄酒》(hóng pú táo jiǔ) 赤ワイン
《白葡萄酒》(bái pú táo jiǔ) 白ワイン

【果物】
《西瓜》(xi1 gua1) スイカ(西瓜)
《苹果》(ping2 guo3) リンゴ(林檎)
《香蕉》(xiang1 jiao1) バナナ(甘蕉、実芭蕉)
《葡萄》(pu2 tao5) ブドウ(葡萄)",リンゴ,ビール,ワイン,0
普通话,pu3 tong1 hua4,普通話,標準語,3,"【pu】
葡(pu2) 葡萄(ブドウ)の葡(ブ)
普(pu3) 普通の普(フ)","【pu】
《葡》(pu2) 葡萄(ブドウ)の葡(ブ)
《普》(pu3) 普通の普(フ)",一般的には,東京,置き時計,0
其实,qi2 shi2,実際,【副詞】実際は,3,,,真偽はさておき,とりわけ,冬,3
其他,qi2 ta1,他の,他の,3,"「其他 + N(名詞)」で、「そのほかのN」
其他人 他の人(ほかのひと)、别人(bie2 ren2)と同じ意味合い。

别人(bie2 ren2)は、呼びかけに使えないのでは。
「其他人」は、「ほかの人はどうですか 」に使える単語ではないかと思う。","「《其他》 + N(名詞)」で、「そのほかのN」
《其他人》 他の人(ほかのひと)、别人(bie2 ren2)と同じ意味合い。

《别人》(bie2 ren2)は、呼びかけに使えないのでは。
「《其他人》」は、「ほかの人はどうですか 」に使える単語ではないかと思う。",他人,面倒,動力,0
骑,qi2,乗る,乗る,3,,,遅い,背丈が小さい,牛,0
铅笔,qian1 bi3,鉛筆,鉛筆,3,"铅は、鉛の簡体字。
笔は、筆(ヒツ)の簡体字。

【qian】
铅(qian1) エン
千(qian1) セン
前(qian2) ゼン
钱(qian2) セン

【bi】
鼻(bi2) 鼻炎の鼻(ビ)
比(bi3) 比較の比(匕)
笔(bi3) 鉛筆の筆(ヒツ)
必(bi4) 必然の必(ヒツ)","《铅》は、鉛の簡体字。
《笔》は、筆(ヒツ)の簡体字。

【qian】
《铅》(qian1) エン
《千》(qian1) セン
《前》(qian2) ゼン
《钱》(qian2) セン

【bi】
《鼻》(bi2) 鼻炎の鼻(ビ)
《比》(bi3) 比較の比(匕)
《笔》(bi3) 鉛筆の筆(ヒツ)
《必》(bi4) 必然の必(ヒツ)",短い,長い,背丈が小さい,2
清楚,qing1 chu5,明確な,明瞭だ、明確だ、わかる,3,我也不太清楚 私もよく知りません,我也不太清楚 私もよく知りません,綺麗だ,清楚だ,純粋だ,3
秋,qiu1,秋,秋,3,"春(chun1) 春(シュン)
秋(qiu1) 秋(シュウ)","《春》(chun1) 春(シュン)
《秋》(qiu1) 秋(シュウ)",春,教師,自転車,3
奇怪,qi2 guai4,奇妙,奇妙・奇妙に感じる,3,,,満腹だ,億劫,歩く,1
裙子,qun2 zi5,スカート,スカート,3,"衬衫(chen4 shan1) シャツ
裤子(kù・zi) ズボン
裙子(qun2 zi5) スカート","《衬衫》(chen4 shan1) シャツ
《裤子》(kù・zi) ズボン
《裙子》(qun2 zi5) スカート",タクシー,電車,自動車,1
然后,ran2 hou4,それから,【副詞】それから,3,,,【接続詞】だけど,【副詞】確かに,退避する,0
热情,re4 qing2,熱意,熱意、情熱,3,,,最後,しかし,新しくする,0
认为,ren4 wei2,思う,思う,3,"认は、認の簡体字。

认为(ren4 wei2) 思う
认真(ren4 zhen1) 真面目だ、真剣だ、真剣になる

【ren】
人(ren2) 数人の人(ニン)
认(ren4) 認識の認(ニン)
どちらも、「人」の字が使われ、「ニン」と読む。","《认》は、認の簡体字。

《认为》(ren4 wei2) 思う
《认真》(ren4 zhen1) 真面目だ、真剣だ、真剣になる

【ren】
《人》(ren2) 数人の人(ニン)
《认》(ren4) 認識の認(ニン)
どちらも、「人」の字が使われ、「ニン」と読む。",研究する,探求する,散髪する,3
认真,ren4 zhen1,真剣,真面目だ、真剣だ、真剣になる,3,"认は、認の簡体字。

认为(ren4 wei2) 思う
认真(ren4 zhen1) 真面目だ、真剣だ、真剣になる

【ren】
人(ren2) 数人の人(ニン)
认(ren4) 認識の認(ニン)
どちらも、「人」の字が使われ、「ニン」と読む。","《认》は、認の簡体字。

《认为》(ren4 wei2) 思う
《认真》(ren4 zhen1) 真面目だ、真剣だ、真剣になる

【ren】
《人》(ren2) 数人の人(ニン)
《认》(ren4) 認識の認(ニン)
どちらも、「人」の字が使われ、「ニン」と読む。",思う,安い,愛する,3
容易,rong2 yi4,簡単,簡単,3,,,安い,呼吸,息,1
如果,ru2 guo3,もし,もし〜ならば、,3,,,必ず〜しなければならない,果物のように,安い,1
伞,san3,傘,傘,3,,,嫌い,おもちゃ,先祖,0
上网,shang4 wang3,インターネット,インターネットに接続する,3,,,安産,安い,冷静,1
生气,sheng1 qi4,怒る,元気、怒る,3,生气(怒る)の対義語は、消气(xiāo qì)で「怒りが静まる」。,《生气》(怒る)の対義語は、《消气》(xiāo qì)で「怒りが静まる」。,短い,長い,魔法,2
声音,sheng1 yin1,音,音,3,"颜色は、顔色(かおいろ)ではなく、色(いろ)。
声音は、声(こえ)ではなく、音(おと)。","《颜色》は、顔色(かおいろ)ではなく、色(いろ)。
《声音》は、声(こえ)ではなく、音(おと)。",先生,教師,自転車,1
使,shi3,使う,使う,3,"【shi3】
史(shi3) 歴史の史(シ)
使(shi3) 使(シ)
どちらにも「史」が入っている。shi3は、珍しい方かも。","【shi3】
《史》(shi3) 歴史の史(シ)
《使》(shi3) 使(シ)
どちらにも「史」が入っている。shi3は、珍しい方かも。",満腹だ,億劫,歩く,0
世界,shi4 jie4,世界,世界,3,"世界地図(せかいちず)は、世界地图(shi4 jie4 di4 tu2)

【shi】
师(shi1) 師匠の師(シ)
是 是非の是(ゼ)
时(shi2) 時間の時(ジ)
十(shi2) 十(ジュウ)
实(shi2) 実(ジツ、ジッ)
史(shi3) 歴史の史(シ)
使(shi3) 使(シ)
视(shi4) 視(シ)
示(shi4) 図示の示(シ)
世(shi4) 世(セイ・セ)
事(shi4) 事件の事(ジ)
市(shi4) 市町村の市(シ)
试(shi4) 試(シ)
室(shi4) 室(シツ)
始(shi4) 始(シ)
识(shi)  識(シキ)","世界地図(せかいちず)は、《世界地图》(shi4 jie4 di4 tu2)

【shi】
《师》(shi1) 師匠の師(シ)
《是》 是非の是(ゼ)
《时》(shi2) 時間の時(ジ)
《十》(shi2) 十(ジュウ)
《实》(shi2) 実(ジツ、ジッ)
《史》(shi3) 歴史の史(シ)
《使》(shi3) 使(シ)
《视》(shi4) 視(シ)
《示》(shi4) 図示の示(シ)
《世》(shi4) 世(セイ・セ)
《事》(shi4) 事件の事(ジ)
《市》(shi4) 市町村の市(シ)
《试》(shi4) 試(シ)
《室》(shi4) 室(シツ)
《始》(shi4) 始(シ)
《识》(shi)  識(シキ)",タクシー,電車,自動車,1
瘦,shou4,薄い,痩せている,3,"胖(pán → pàng)
胖(pàng) 太っている <-> 瘦(shòu) 痩せている","《胖》(pán → pàng)
《胖》(pàng) 太っている <-> 《瘦》(shòu) 痩せている",鼻,逃げる,退避する,1
舒服,shu1 fu5,楽に,心地よい、楽にする,3,"舒(shū)は、一息する、のんびりしている、等。
日本語の舒の読みは、ジョ・ショ・の(べる)・の(ばす)・ゆる(やか)。

服は、「一服(いっぷく)」の「服」と同じか。

不舒服
気分が悪い、具合が悪い、心地が悪い","《舒》(shū)は、一息する、のんびりしている、等。
日本語の舒の読みは、ジョ・ショ・の(べる)・の(ばす)・ゆる(やか)。

服は、「一服(いっぷく)」の「服」と同じか。

《不舒服》
気分が悪い、具合が悪い、心地が悪い",最後,しかし,新しくする,0
叔叔,shu1 shu5,叔父,叔父,3,"叔叔(shu1 shu5) おじさん
阿姨(a1 yi2) おばさん","《叔叔》(shu1 shu5) おじさん
《阿姨》(a1 yi2) おばさん",お父さん,祖父,散髪する,3
树,shu4,木,木,3,,,おじいさん,安い,愛する,1
数学,shu4 xue2,数学,数学,3,,,バナナ,呼吸,息,1
刷牙,shua1 ya2,歯ブラシ,歯を磨く,3,"牙齿(ya2 chi3) 歯
刷牙(shua1 ya2) 歯を磨く
牙刷(ya2 shua1) 歯ブラシ
刷子(shua1 zi) ブラシ、はけ","《牙齿》(ya2 chi3) 歯
《刷牙》(shua1 ya2) 歯を磨く
《牙刷》(ya2 shua1) 歯ブラシ
《刷子》(shua1 zi) ブラシ、はけ",歯ブラシ,歯,安い,1
双,shuang1,ダブル,2つの,3,,,嫌い,兄弟,先祖,3
水平,shui3 ping2,レベル,レベル,3,,,安産,安い,冷静,2
司机,si1 ji1,ドライバ,運転手,3,,,司令官,方向指示機,数字,1
虽然,sui1 ran2,にもかかわらず,にもかかわらず,3,,,最後に,とりわけ,なぜなら,0
太阳,tai4 yang2,太陽,太陽,3,"阳は、陽の簡体字ですね。

太阳(tai4 yang2) 太陽
月亮(yue4 liang5) 月(the moon)
云(yun2) 雲","《阳》は、陽の簡体字ですね。

《太阳》(tai4 yang2) 太陽
《月亮》(yue4 liang5) 月(the moon)
《云》(yun2) 雲",月,雲,大安,1
糖,tang2,砂糖,砂糖,3,,,嫌い,兄弟,先祖,2
特别,te4 bie2,特別な,特別な,3,,,安産,安い,冷静,1
疼,teng2,痛み,痛む,3,日本語の「疼く(うずく)」と同じ字ですね。,日本語の「疼く(うずく)」と同じ字ですね。,バナナ,呼吸,息,0
提高,ti2 gao1,増加,上げる・高める,3,,,提案する,とりわけ,なぜなら,0
体育,ti3 yu4,体育,体育,3,,,体(からだ),彗星,大安,1
甜,tian2,甘い,甘い,3,"日本で、甜は、テン・あま(い)・うま(い)。
甜菜(テンサイ)は、砂糖の材料として知られているサトウダイコン。

【tian】
天(tian1) 天才の天(テン)
甜(tian2) 甜菜の甜(テン)

日本語で「eン(エン)」で終わる読みは、「-tian」が1番多い。
点(dian3) 点滅の点(テン)
典(dian3) 辞典の典(テン)
店(dian4) 店(テン)
电(dian4) 電(デン)","日本で、甜は、テン・あま(い)・うま(い)。
甜菜(テンサイ)は、砂糖の材料として知られているサトウダイコン。

【tian】
《天》(tian1) 天才の天(テン)
《甜》(tian2) 甜菜の甜(テン)

日本語で「eン(エン)」で終わる読みは、「-tian」が1番多い。
《点》(dian3) 点滅の点(テン)
《典》(dian3) 辞典の典(テン)
《店》(dian4) 店(テン)
《电》(dian4) 電(デン)",辛い,塩辛い,しょっぱい,3
条,tiao2,記事,【量詞】筋・本,3,,,条例,彗星,大安,2
同事,tong2 shi4,同僚,同僚,3,同学(tong2 xue2)は、同級生の意味です。,《同学》(tong2 xue2)は、同級生の意味です。,嫌い,兄弟,先祖,3
同意,tong2 yi4,一致する,同意する、賛成する,3,,,意識,同級生,同僚,0
头发,tou2 fa5,髪,髪,3,"头は、頭の簡体字。
发は、「髪」と「発」の簡体字。
どっちも読みは「ハツ」。ここでは、髪の意味。

【日本語で音読みがハ行始まりは、hではなくf】
发(fa1, fa4) 髪・発(ハツ)
夫(fu1, fu2) 夫(フウ・フ)
服(fu2, fu4) 服(フク)
非(fei1) 非凡の非(匕)
飞(fei1) 飛翔の飛(匕)","《头》は、頭の簡体字。
《发》は、「髪」と「発」の簡体字。
どっちも読みは「ハツ」。ここでは、髪の意味。

【日本語で音読みがハ行始まりは、hではなくf】
《发》(fa1, fa4) 髪・発(ハツ)
《夫》(fu1, fu2) 夫(フウ・フ)
《服》(fu2, fu4) 服(フク)
《非》(fei1) 非凡の非(匕)
《飞》(fei1) 飛翔の飛(匕)",バナナ,呼吸,息,0
突然,tu1 ran2,突然,【形容詞】突然だ、【副詞】突然,3,,,ふっとばす、ふっとばされる,突風、突風が吹く,フォーク,2
图书馆,tu2 shu1 guan3,図書館,図書館,3,地図は、地图(di tu)です。,地図は、《地图》(di tu)です。,ホテル,キッチン,料理長,3
腿,tui3,足,脚(あし・キャク),3,"人有两条腿 人間は、二本の脚がある。
腿儿(tui3 er)

腿(tui3) 脚(キャク) (足首から付け根・もも)
脚(jiao3) 足 (踝(くるぶし)から爪先(つまさき))

中国語の脚(jiao3)が、日本語の「足(あし)」に相当するイメージ。ややこしい。","《人有两条腿》 人間は、二本の脚がある。
《腿儿》(tui3 er)

《腿》(tui3) 脚(キャク) (足首から付け根・もも)
《脚》(jiao3) 足 (踝(くるぶし)から爪先(つまさき))

中国語の《脚》(jiao3)が、日本語の「足(あし)」に相当するイメージ。ややこしい。",月食,安い,冷静,2
完成,wan2 cheng2,完成,完成する,3,,,成人する,成り上がる,完敗させる,3
碗,wan3,お椀,お椀,3,,,提案する,とりわけ,なぜなら,3
万,wan4,万,万,3,"ンで終わる漢字はn終わり、そうでない漢字はng終わりの傾向。
- 万(マン)はンで終わるので、万(wan4)
- 忘(ボウ)はンで終わらないので、忘(wang4)","ンで終わる漢字はn終わり、そうでない漢字はng終わりの傾向。
- 万(マン)はンで終わるので、《万》(wan4)
- 忘(ボウ)はンで終わらないので、《忘》(wang4)",体(からだ),彗星,大安,2
忘记,wang4 ji4,忘れる,忘れる,3,,,備忘録、メモ,メモする,抹消する,3
为,wei4,のために,のために,3,,,月,彗星,大安,3
为了,wei4 le5,するために,【動詞】〜のためである、【前置詞】〜するために,3,,,嫌い,けれども,先祖,1
位,wei4,地位,位,3,"【wei】
喂(wei2)
为(wei2→wei4) 為政者の為(イ)
位(wei4) 三位の位(イ)","【wei】
《喂》(wei2)
《为》(wei2→wei4) 為政者の為(イ)
《位》(wei4) 三位の位(イ)",安産,安い,冷静,1
文化,wen2 hua4,文化,文化,3,中文は、中国語。,中文は、中国語。,バナナ,呼吸,息,2
西,xi1,西洋の,西洋の,3,"【xi】
西(xi1) 西(セイ、サイ)
希(xi1) 希望の希(キ)
习(xi2) 習(シュウ)
洗(xi3) 洗(セン)
喜(xi3) 喜(キ)
戏(xi4) 遊戯の戯(ギ)
系(xi4) 系譜の系(ケイ) ","【xi】
《西》(xi1) 西(セイ、サイ)
《希》(xi1) 希望の希(キ)
《习》(xi2) 習(シュウ)
《洗》(xi3) 洗(セン)
《喜》(xi3) 喜(キ)
《戏》(xi4) 遊戯の戯(ギ)
《系》(xi4) 系譜の系(ケイ) ",東洋の,北方の,南米の,3
习惯,xi2 guan4,習慣,習慣,3,习は、習の簡体字。,《习》は、習の簡体字。,体(からだ),彗星,大安,1
洗手间,xi3 shou3 jian1,トイレ,トイレ、お手洗い,3,"洗(xi3)は、日本語の「セン」の読みから離れていて、難しめ。

男子トイレは、男洗手间
女子トイレは、女洗手间

【手を使う単語】
手表(shou3 biao3) 腕時計
手机(shou3 ji1) 携帯電話
洗手间(xi3 shou3 jian1)","《洗》(xi3)は、日本語の「セン」の読みから離れていて、難しめ。

男子トイレは、《男洗手间》
女子トイレは、《女洗手间》

【手を使う単語】
《手表》(shou3 biao3) 腕時計
《手机》(shou3 ji1) 携帯電話
《洗手间》(xi3 shou3 jian1)",キッチン,寝室,しょっぱい,3
洗澡,xi3 zao3,入浴,入浴する、シャワーを浴びる,3,澡(zao3)は、日本語ではソウ・あら(う)・すす(ぐ)・きよ(める)の読みがある。,《澡》(zao3)は、日本語ではソウ・あら(う)・すす(ぐ)・きよ(める)の読みがある。,洗濯する,皿を洗う,溺れる,1
夏,xia4,夏,夏,3,"日本語では、夏は、「カ」「なつ」の読みがある。

【xia】
下(xia4) 下降の下(カ)
夏(xia4) 夏季の夏(カ)","日本語では、夏は、「カ」「なつ」の読みがある。

【xia】
《下》(xia4) 下降の下(カ)
《夏》(xia4) 夏季の夏(カ)",嫌い,兄弟,先祖,1
先,xian1,最初,最初,3,,,安産,安い,冷静,2
香蕉,xiang1 jiao1,バナナ,バナナ,3,"香蕉

日本語でバナナを漢字で書くと甘蕉","《香蕉》

日本語でバナナを漢字で書くと甘蕉",リンゴ,パンダ,ネコ,1
相同,xiang1 tong2,同じ,同じ,3,"【xiang】
香 xiang1
箱 xiang1
想 xiang3
相 xiang1 → xiang4
像 xiang4
向 xiang4
响(響) xiang3

相(1声→4声)・箱(1声)・想(3声)は、相の字が入っている。
向(4声)・响(3声)は、向が入っている。","【xiang】
《香》 xiang1
《箱》 xiang1
《想》 xiang3
《相》 xiang1 → xiang4
《像》 xiang4
《向》 xiang4
《响(響)》 xiang3

《相》(1声→4声)・《箱》(1声)・《想》(3声)は、相の字が入っている。
《向》(4声)・《响》(3声)は、向が入っている。",明日,今日,昨年・去年,2
相信,xiang1 xin4,信じ,信じる、信用する,3,"信

【xiang】
香 xiang1
箱 xiang1
想 xiang3
相 xiang1 → xiang4
像 xiang4
向 xiang4
响(響) xiang3

相(1声→4声)・箱(1声)・想(3声)は、相の字が入っている。
向(4声)・响(3声)は、向が入っている。","信

【xiang】
香 xiang1
箱 xiang1
想 xiang3
相 xiang1 → xiang4
像 xiang4
向 xiang4
响(響) xiang3

相(1声→4声)・箱(1声)・想(3声)は、相の字が入っている。
向(4声)・响(3声)は、向が入っている。",逃げる,飛ぶ,行く,3
像,xiang4,のような,のような、例えば、まるで〜のようだ、写真,3,,,ゾウ(象),象使い,笑う,0
